employer,employer_display,filing_count,quarters_present,quarters,repeat_sponsor,soc_codes,soc_titles,worksite_states,worksite_cities,wage_annual_min,wage_annual_median,wage_annual_max
TRINITY CONSULTANTS,"Trinity Consultants, Inc.",1,1,FY2026Q1,no,17-2071,Electrical Engineers,NY,New York,104325.0,104325.0,104325.0
TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,1,1,FY2025Q4,no,17-2071,Electrical Engineers,PA,Philadelphia,67830.0,67830.0,67830.0
TSECOND,"Tsecond, Inc.",1,1,FY2025Q4,no,17-2071,Electrical Engineers,CA,San Jose,131019.0,131019.0,131019.0
TUV RHEINLAND OF NORTH AMERICA,"TUV Rheinland of North America, Inc.",1,1,FY2026Q1,no,17-2071,Electrical Engineers,CA,Pleasanton,110000.0,110000.0,110000.0
UNITEMP MECHANICAL DEGREES,UNITEMP MECHANICAL DEGREES LLC,1,1,FY2025Q4,no,17-2071,Electrical Engineers,NJ,SOMERSET,102960.0,102960.0,102960.0
UNIVERSAL TECHNOLOGY SYSTEMS AND ASSOCIATES,Universal Technology Systems and Associates LLC,1,1,FY2026Q1,no,17-2071,Electrical Engineers,TX,McKinney,75000.0,75000.0,75000.0
UNIVERSITY OF MICHIGAN,University of Michigan,1,1,FY2026Q1,no,17-2071,"Electrical Engineers, R&D",MI,Dearborn,63000.0,63000.0,63000.0
UNIVERSITY OF PITTSBURGH,University of Pittsburgh,1,1,FY2025Q4,no,17-2071,Electrical Engineers,PA,Pittsburgh,106432.0,106432.0,106432.0
UNIVERSITY OF WISCONSIN MILWAUKEE,University of Wisconsin-Milwaukee,1,1,FY2026Q1,no,17-2071,Electrical Engineers,WI,Milwaukee,65000.0,65000.0,65000.0
VANGUARD ELECTRONICS,Vanguard Electronics,1,1,FY2025Q4,no,17-2071,Electrical Engineers,CA,Huntington Beach,88566.0,88566.0,88566.0
VERDE NUTRA CORPORATION,Verde Nutra Corporation,1,1,FY2026Q1,no,17-2071,Electrical Engineers,FL,St. Petersburg,78042.0,78042.0,78042.0
WASHINGTON UNIVERSITY,Washington University,1,1,FY2026Q1,no,17-2071,Electrical Engineers,MO,St Louis,63120.0,63120.0,63120.0
WELLS PLUMBING AND HEATING SUPPLIES,"WELLS PLUMBING AND HEATING SUPPLIES, INC.",1,1,FY2025Q4,no,17-2071,Electrical Engineers,CA,MONROVIA,85613.0,85613.0,85613.0
WHITE RIVER TECHNOLOGIES,"White River Technologies, Inc.",1,1,FY2025Q4,no,17-2071,Electrical Engineers,NH,Lebanon,102500.0,102500.0,102500.0
WSP USA BUILDINGS,WSP USA BUILDINGS INC.,1,1,FY2026Q1,no,17-2071,Electrical Engineers,TX,Dallas,82638.0,82638.0,82638.0
YADAVIAN ENGINEERING PLLC,Yadavian Engineering PLLC,1,1,FY2025Q4,no,17-2071,Electrical Engineers,FL,Largo,74318.0,74318.0,74318.0
YASKAWA AMERICA,"Yaskawa America, Inc.",1,1,FY2026Q1,no,17-2071,Electrical Engineers,IL,Buffalo Grove,79000.0,79000.0,79000.0
YUPANA,Yupana Inc.,1,1,FY2026Q1,no,17-2071,Electrical Engineers,CA,Benecia,96800.0,96800.0,96800.0
