QUARTER,EMPLOYER_NAME,EMP_NORM,SOC7,SOC_TITLE,JOB_TITLE,WORKSITE_CITY,WORKSITE_STATE,WAGE_ANNUAL,VISA_CLASS
FY2025Q3,New North China Restaurant LLC,NEW NORTH CHINA RESTAURANT,15-1255,Web and Digital Interface Designers,UI/UX Designer,Santa Maria,CA,57158.4,H-1B
FY2025Q3,OPHY CARE INC.,OPHY CARE,27-1024,Graphic Designers,GRAPHICS DESIGNER,DULUTH,GA,40602.0,H-1B
FY2025Q3,"Wild Zebra, Inc.",WILD ZEBRA,15-1255,Web and Digital Interface Designers,Product Designer,Seattle,WA,76000.0,H-1B
FY2025Q3,"Collov, Inc.",COLLOV,27-1024,Graphic Designers,Graphic Designer,Redwood City,CA,56160.0,H-1B
FY2025Q3,ANAGATA INC,ANAGATA,15-1255,Web and Digital Interface Designers,Product Designer,Milpitas,CA,114462.40000000001,H-1B
FY2025Q3,Cargo Collective Inc,CARGO COLLECTIVE,15-1255,Web and Digital Interface Designers,Web Designer,Los Angeles,CA,75000.0,E-3 Australian
FY2025Q3,Jangmi Jewerly Corp,JANGMI JEWERLY,15-1255,Web and Digital Interface Designers,UX/UI and Web Developer,New York,NY,80000.0,H-1B
FY2025Q3,Sauder Wood Working Company,SAUDER WOOD WORKING,27-1021,Commercial and Industrial Designers,Product Designer,Archbold,OH,57000.0,H-1B
FY2025Q3,"Roadie, Inc. d/b/a Roadie",ROADIE INC D/B/A ROADIE,15-1255,Web and Digital Interface Designers,UX Designer,Austin,TX,98800.0,H-1B
FY2025Q3,"Roundblock Technology, LLC",ROUNDBLOCK TECHNOLOGY,15-1255,Web and Digital Interface Designers,UX Designer,Austin,TX,66560.0,H-1B
FY2025Q3,"EBIN New York, Inc.",EBIN NEW YORK,27-1024,Graphic Designers,Graphic Designer,South Hackensack,NJ,51542.4,H-1B
FY2025Q3,KAZAMA INC,KAZAMA,15-1255,Web and Digital Interface Designers,Product Designer,San Francisco,CA,91894.4,H-1B
FY2025Q3,HAIRUN INVESTMENT INC,HAIRUN INVESTMENT,27-1021,Commercial and Industrial Designers,MULTIMEDIA DESIGNER,SOUTH EL MONTE,CA,55120.0,H-1B
FY2025Q3,GOLDMAN SACHS BANK USA,GOLDMAN SACHS BANK USA,15-1255,Web and Digital Interface Designers,"Analyst, Product Management",New york,NY,93600.0,H-1B
FY2025Q3,ARPELS INVESTMENT LLC,ARPELS INVESTMENT,15-1255,Web and Digital Interface Designers,UX Designer,Chicago,IL,66000.0,H-1B
FY2025Q3,Horizon World Salon Incorporated,HORIZON WORLD SALON,15-1255,Web and Digital Interface Designers,Product Designer,Ann Arbor,MI,52000.0,H-1B
FY2025Q3,Cascades Holding US Inc.,CASCADES HOLDING US,27-1021,Commercial and Industrial Designers,Industrial Designer,Piscataway,NJ,56826.0,H-1B
FY2025Q3,"Moralcompass, Inc",MORALCOMPASS,27-1024,Graphic Designers,Graphic Designer,New York,NY,52000.0,H-1B
FY2025Q3,Atlanta Custom Gold LLC,ATLANTA CUSTOM GOLD,27-1021,Commercial and Industrial Designers,Oral Design Specialist,Atlanta,GA,82000.0,H-1B
FY2025Q3,STARWARD GAME STUDIOS LLC,STARWARD GAME STUDIOS,15-1255,Web and Digital Interface Designers,Designer,Palo Alto,CA,114462.40000000001,H-1B
FY2025Q3,Events by Faiza ,EVENTS BY FAIZA,15-1255,Web and Digital Interface Designers,Web and Digital Interface Designer,Garland,TX,51438.0,H-1B
FY2025Q3,Zymebalanz LLC,ZYMEBALANZ,27-1021,Commercial and Industrial Designers,Product Designer,San Jose,CA,83699.0,H-1B
FY2025Q3,VNC LLC,VNC,15-1255,Web and Digital Interface Designers,Associate Product Designer,Boston,MA,78000.0,H-1B
FY2025Q3,"Akraya, Inc.",AKRAYA,27-1024,Graphic Designers,Marketing Visual Specialist,Los Altos,CA,75000.0,H-1B
FY2025Q3,ANSWER AI LAB INC,ANSWER AI LAB,15-1255,Web and Digital Interface Designers,UX DESIGNER,New York,NY,96000.0,H-1B
FY2025Q3,Sheeta Global Tech Corp,SHEETA GLOBAL TECH,27-1021,Commercial and Industrial Designers,Commercial / Industrial Designer,Covina,CA,60000.0,H-1B
FY2025Q3,SUMMIT BEND US CORPORATION,SUMMIT BEND US,15-1255,Web and Digital Interface Designers,Web and Digital interface Designer,Akron,OH,55000.0,H-1B
FY2025Q3,"Beaudry Interactive, LLC",BEAUDRY INTERACTIVE,27-1024,Graphic Designers,Graphic Designer,North Hollywood,CA,64480.0,H-1B
FY2025Q3,Alibaba.com US E-commerce Corporation,ALIBABA COM US E-COMMERCE,15-1255,Web and Digital Interface Designers,UX Designer,Sunnyvale,CA,114462.0,H-1B
FY2025Q3,BAYTECH DIGITAL INC.,BAYTECH DIGITAL,27-1021,Commercial and Industrial Designers,UI/UX DESIGNER,SAN JOSE,CA,83699.2,H-1B
FY2025Q3,Phoenix Tree Publishing Inc.,PHOENIX TREE PUBLISHING,27-1024,Graphic Designers,Graphic Designer,Chicago,IL,52000.0,H-1B
FY2025Q3,Xemelgo Inc,XEMELGO,15-1255,Web and Digital Interface Designers,UI Designer,Bellevue,WA,89999.0,H-1B
FY2025Q3,Trusper Inc.,TRUSPER,27-1024,Graphic Designers,Graphic Designer,San Jose,CA,60736.0,H-1B
FY2025Q3,Zymebalanz LLC,ZYMEBALANZ,27-1021,Commercial and Industrial Designers,Front End Developer,San Jose,CA,83699.0,H-1B
FY2025Q3,Connexions Data Inc.,CONNEXIONS DATA,15-1255,Web and Digital Interface Designers,UI/UX Designer,Paramus,NJ,73382.0,H-1B
FY2025Q3,"Trial and Error, Inc.",TRIAL AND ERROR,15-1255,Web and Digital Interface Designers,Web Developer,East Boston,MA,73445.0,H-1B
FY2025Q3,"Authillo, Inc.",AUTHILLO,15-1255,Web and Digital Interface Designers,Frontend Engineer,San Francisco,CA,100000.0,H-1B
FY2025Q3,David Peyser Sportswear Inc,DAVID PEYSER SPORTSWEAR,27-1024,Graphic Designers,Jr. Graphic Designer,New York,NY,52000.0,H-1B
FY2025Q3,"Shanghai Spring International Travel Service USA, Inc.",SHANGHAI SPRING INTERNATIONAL TRAVEL SERVICE USA,27-1024,Graphic Designers,Graphic Designer,Diamond Bar,CA,46509.0,H-1B
FY2025Q3,EFE INTERNATIONAL INC,EFE INTERNATIONAL,27-1024,Graphic Designers,Visual Communication Designer,Chicago,IL,42203.0,H-1B
FY2025Q3,Creative Logistics Inc.,CREATIVE LOGISTICS,27-1024,Graphic Designers,Graphic & Digital Designer,Astoria,NY,51542.0,H-1B
FY2025Q3,SPG USA Corp.,SPG USA,27-1024,Graphic Designers,Graphic Designer,New York,NY,60000.0,H-1B
FY2025Q3,"Akraya, Inc.",AKRAYA,15-1255,Web and Digital Interface Designers,Interaction Designer,Mountain View,CA,118872.0,H-1B
FY2025Q3,"American Regional Center for Entrepreneurs, Inc.",AMERICAN REGIONAL CENTER FOR ENTREPRENEURS,27-1024,Graphic Designers,Graphic Designer,Long Island City,NY,52000.0,H-1B
FY2025Q3,"CILANTROS, INC.",CILANTROS,27-1024,Graphic Designers,GRAPHIC DESIGNER,ANCHORAGE,AK,45000.0,H-1B
FY2025Q3,"LexisNexis Risk Solutions FL, Inc.",LEXISNEXIS RISK SOLUTIONS FL,27-1024,Graphic Designers,UX Prototype Engineer,Foster City,CA,102000.0,H-1B
FY2025Q3,OZ STEEL INC,OZ STEEL,27-1021,Commercial and Industrial Designers,DESIGNER,STATEN ISLAND,NY,57000.0,H-1B
FY2025Q3,"Frisco Business Solutions Group, Inc",FRISCO BUSINESS SOLUTIONS GROUP,15-1255,Web and Digital Interface Designers,Digital Product Designer,McKINNEY,TX,51438.0,H-1B
FY2025Q3,Atomrock LLC,ATOMROCK,15-1255,Web and Digital Interface Designers,Web and Digital Interface Designer,BELLEVUE,WA,75899.2,H-1B
FY2025Q3,Bubble Tea Supply LLC,BUBBLE TEA SUPPLY,15-1255,Web and Digital Interface Designers,Web and Digital Interface Designer,Oakwood,GA,67000.0,H-1B
FY2025Q3,OmniMegaSuperCorp,OMNIMEGASUPERCORP,15-1255,Video Game Designers,Assistant Narrative Designer,North Hollywood,CA,62400.0,H-1B
FY2025Q3,Anda Real Estate LLC,ANDA REAL ESTATE,27-1024,Graphic Designers,Graphic Designer,Cambridge,MA,50592.0,H-1B
FY2025Q3,"Environmental Systems Research Institute, Inc.",ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE,15-1255,Web and Digital Interface Designers,Product Designer II,Redlands,CA,91353.6,H-1B
FY2025Q3,First Choice Health Company,FIRST CHOICE HEALTH,15-1255,Web and Digital Interface Designers,Graphic & UX/UI Designer,Columbia,MD,60000.0,H-1B
FY2025Q3,"Residents Medical Group, Inc",RESIDENTS MEDICAL GROUP,15-1255,Web and Digital Interface Designers,Back-End Developer,Los Angeles,CA,85000.0,H-1B
FY2025Q3,KAYAK Software Corporation,KAYAK SOFTWARE,27-1024,Graphic Designers,Senior Product Manager,New York,NY,162098.79,H-1B
FY2025Q3,COCHL INC,COCHL,27-1024,Graphic Designers,GRAPHIC DESIGNER,SAN FRANCISCO,CA,56076.8,H-1B
FY2025Q3,Winsun Technology Inc.,WINSUN TECHNOLOGY,27-1024,Graphic Designers,Visual Designer,Santa Cruz,CA,50000.0,H-1B
FY2025Q3,"Emusa NA, LLC",EMUSA NA,27-1021,Commercial and Industrial Designers,Customer Experience and Systems Design Manager,Bay Harbor Islands,FL,46000.0,H-1B
FY2025Q3,Combat Waffle Studios Inc ,COMBAT WAFFLE STUDIOS,15-1255,Video Game Designers,Unreal Engine Environment Artist,Nokomis,FL,59000.0,H-1B
FY2025Q3,MARU SPORTS INC,MARU SPORTS,27-1024,Graphic Designers,GRAPHIC DESIGNER - BRAND STORYTELLING SPECIALIST,FLORAL PARK,NY,51542.4,H-1B
FY2025Q3,Worldwide Oilfield Machine Inc,WORLDWIDE OILFIELD MACHINE,27-1021,Commercial and Industrial Designers,Industrial Design Engineer,Houston,TX,70000.0,H-1B
FY2025Q3,TikTok Inc.,TIKTOK,27-1021,Commercial and Industrial Designers,Product Designer (TikTok-Design-Platform),San Jose,CA,99600.0,H-1B
FY2025Q3,"HIDDEN JEANS, INC.",HIDDEN JEANS,27-1024,Graphic Designers,GRAPHIC DESIGNER,COMMERCE,CA,46508.799999999996,H-1B
FY2025Q3,"Indxx, Inc",INDXX,15-1255,Web and Digital Interface Designers,UIX Developer,Miami,FL,60000.0,H-1B
FY2025Q3,All Alpha Armory INC,ALL ALPHA ARMORY,15-1255,Web and Digital Interface Designers,Web and Digital Interface Designer,Hubbard,TX,42100.0,H-1B
FY2025Q3,My Monthly LLC,MY MONTHLY,27-1024,Graphic Designers,Lead Branding Designer,Rego Park,NY,51542.4,H-1B
FY2025Q3,"PVH Acquisitions Sub, LLC",PVH ACQUISITIONS SUB,27-1021,Commercial and Industrial Designers,Industrial Designer,Fairfield,CT,62000.0,H-1B
FY2025Q3,Pininfarina of America Corp.,PININFARINA OF AMERICA,27-1021,Commercial and Industrial Designers,Junior Designer,Miami,FL,60000.0,H-1B
FY2025Q3,"Corgan Associates, Inc.",CORGAN ASSOCIATES,27-1021,Commercial and Industrial Designers,Shop Fabricator,Dallas,TX,57000.0,H-1B
FY2025Q3,"TD Industrial Coverings, Inc.d/b/a TDIC",TD INDUSTRIAL COVERINGS INC D/B/A TDIC,27-1021,Commercial and Industrial Designers,Product Development Specialist,Sterling Heights,MI,49109.0,H-1B
FY2025Q3,Infrastructure Associates Inc.,INFRASTRUCTURE ASSOCIATES,27-1021,Commercial and Industrial Designers,Mechanical Designer,Houston,TX,54496.0,H-1B
FY2025Q3,Southern Telecom Inc.,SOUTHERN TELECOM,27-1024,Graphic Designers,Designer,Brooklyn,NY,51542.0,H-1B
FY2025Q3,Pininfarina of America Corp.,PININFARINA OF AMERICA,27-1021,Commercial and Industrial Designers,Junior Designer,Miami,FL,70000.0,H-1B
FY2025Q3,9920 MANAGEMENT LLC,9920 MANAGEMENT,27-1024,Graphic Designers,Graphic Designer,WEST COVINA,CA,58240.0,H-1B
FY2025Q3,IL FANTUAN LTD.,IL FANTUAN,27-1024,Graphic Designers,USER INTERFACE DESIGNER,FREMONT,CA,60798.4,H-1B
FY2025Q3,"WELCOME FUELS, LLC",WELCOME FUELS,27-1024,Graphic Designers,Graphic Designer,Suwanee,GA,40602.0,H-1B
FY2025Q3,VELVETY LLC,VELVETY,15-1255,Web and Digital Interface Designers,Interactive Designer,Mill Creek,WA,75899.0,H-1B
FY2025Q3,IL FANTUAN LTD.,IL FANTUAN,27-1024,Graphic Designers,USER INTERFACE DESIGNER,FREMONT,CA,60798.4,H-1B
FY2025Q3,Elakshi LLC,ELAKSHI,27-1024,Graphic Designers,Graphic Designer,Austell,GA,40602.0,H-1B
FY2025Q3,Batchwell LLC,BATCHWELL,27-1024,Graphic Designers,Product Identification Designer,Brooklyn,NY,51542.4,H-1B
FY2025Q3,"The Segal Company (Western States), Inc.",SEGAL COMPANY (WESTERN STATES),27-1024,Graphic Designers,Assistant Production Artist,Los Altos Hills,CA,60736.0,H-1B
FY2025Q3,CA FAN TUAN INC.,CA FAN TUAN,27-1024,Graphic Designers,USER EXPERIENCE DESIGNER,FREMONT,CA,60008.0,H-1B
FY2025Q3,INTELLIPRO SERVICE INC. ,INTELLIPRO SERVICE,15-1255,Web and Digital Interface Designers,Virtual Designer,Brooklyn,NY,75000.0,H-1B
FY2025Q3,XATELIER,XATELIER,27-1024,Graphic Designers,Graphic designer,ROWLAND HEIGHTS,CA,48000.0,H-1B
FY2025Q3,"Pentagram Design, Inc.",PENTAGRAM DESIGN,27-1024,Graphic Designers,Junior Designer,New York,NY,55000.0,H-1B
FY2025Q3,"Kontoor US, LLC",KONTOOR US,27-1021,Commercial and Industrial Designers,Associate Technical Designer,Greensboro,NC,57000.0,H-1B
FY2025Q3,TikTok Inc.,TIKTOK,15-1255,Web and Digital Interface Designers,"Product Designer, Content",San Jose,CA,120000.0,H-1B
FY2025Q3,International Frozen Products USA LLC,INTERNATIONAL FROZEN PRODUCTS USA,27-1024,Graphic Designers,Graphic designer,MIAMI,FL,40518.4,H-1B
FY2025Q3,"Insight Global, LLC",INSIGHT GLOBAL,15-1255,Web and Digital Interface Designers,User Experience Research Assistant,Redmond,WA,75899.2,H-1B
FY2025Q3,Dave Operating LLC,DAVE OPERATING,27-1024,Graphic Designers,Product Designer,Sunnyvale,CA,151492.95,H-1B
FY2025Q3,ACTIVISION PUBLISHING INC,ACTIVISION PUBLISHING,15-1255,VIDEO GAME DESIGNERS,ASSOCIATE GAME DESIGNER,WOOLDAND HILLS,CA,80350.40000000001,H-1B
FY2025Q3,Crazy Egg Inc.,CRAZY EGG,15-1255,Web and Digital Interface Designers,UX Designer,Trenton,NJ,60000.0,H-1B
FY2025Q3,Winsun Technology Inc.,WINSUN TECHNOLOGY,27-1024,Graphic Designers,Visual Designer,Irvine,CA,50000.0,H-1B
FY2025Q3,"BLIZZARD ENTERTAINMENT, INC.",BLIZZARD ENTERTAINMENT,15-1255,VIDEO GAME DESIGNER,"ASSOCIATE GAME DESIGNER, COMBAT DESIGNER",IRVINE,CA,84448.0,H-1B
FY2025Q3,"Simplehuman, LLC",SIMPLEHUMAN,27-1021,Commercial and Industrial Designers,Product Lead,Torrance,CA,65000.0,H-1B1 Singapore
FY2025Q3,Bosco Tools Inc.,BOSCO TOOLS,15-1255,Web and Digital Interface Designers,Web Designer,Seattle,WA,75899.2,H-1B
FY2025Q3,Mistold Games Inc,MISTOLD GAMES,15-1255,Video Game Designers,Video Game Designer,Rosemead,CA,78166.4,H-1B
FY2025Q3,IDEAL AUTO COLLISION INC,IDEAL AUTO COLLISION,27-1024,Graphic Designers,GRAPHIC DESIGNER,Brooklyn,NY,51542.0,H-1B
FY2025Q3,AuroLogistics LLC,AUROLOGISTICS,27-1021,Commercial and Industrial Designers,"Associate, Automation Engineer",East Windsor,NJ,58531.0,H-1B
FY2025Q3,"1nteger, LLC",1NTEGER,27-1024,Graphic Designers,Visual Designer,New York,NY,95000.0,H-1B
FY2025Q3,Versa AI Inc.,VERSA AI,15-1255,Web and Digital Interface Designers,UX Designer,Apartment F,CA,61000.0,H-1B
FY2025Q3,Brighton Beach Group LLC,BRIGHTON BEACH GROUP,15-1255,Video Game Designers,Game Designer,Brooklyn,NY,73382.40000000001,H-1B
FY2025Q3,AIPHONE CORPORATION,AIPHONE,15-1255,Web and Digital Interface Designers,UI/UX Designer,Redmond,WA,83000.0,H-1B
FY2025Q3,PROJECTDOTFUS LLC,PROJECTDOTFUS,15-1255,Web and Digital Interface Designers,UI/UX Designer,San Francisco,CA,93849.59999999999,H-1B
FY2025Q3,"APEX Analytix, LLC",APEX ANALYTIX,15-1255,Web and Digital Interface Designers,UI / UX Product Designer,Greensboro,NC,54933.0,H-1B
FY2025Q3,"Grand Supercenter, Inc.",GRAND SUPERCENTER,27-1021,Commercial and Industrial Designers,Commercial Designer,Lyndhurst,NJ,63232.0,H-1B
FY2025Q3,EdYou Technologies Inc.,EDYOU TECHNOLOGIES,15-1255,Web and Digital Interface Designers,Back-End Developer,Los Angeles,CA,85000.0,H-1B
FY2025Q3,"BoomPop, Inc.",BOOMPOP,15-1255,Web and Digital Interface Designers,Product Designer,San Francisco,CA,115000.0,H-1B
FY2025Q3,"Health Data Vision, Inc.",HEALTH DATA VISION,15-1255,Web and Digital Interface Designers,Product Designer,Glendale,CA,103000.0,H-1B
FY2025Q3,Honeydew Design LLC,HONEYDEW DESIGN,15-1255,Web and Digital Interface Designers,UI/UX Designer,Allen,TX,52000.0,H-1B
FY2025Q3,ALLUXE INC,ALLUXE,27-1021,Commercial and Industrial Designers,Product Designer,Long Island City,NY,56825.6,H-1B
FY2025Q3,52 Launch Inc.,52 LAUNCH,27-1021,Commercial and Industrial Designers,Industrial Designer,Framinghan,MA,64293.0,H-1B
FY2025Q3,NIFCO Mechanical Systems LLC,NIFCO MECHANICAL SYSTEMS,27-1021,Commercial and Industrial Designers,Fire Sprinkler Designer,Lincoln,NE,64480.0,H-1B
FY2025Q3,"Environmental Systems Research Institute, Inc.",ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE,15-1255,Web and Digital Interface Designers,UI Designer,Vienna,VA,99632.0,H-1B
FY2025Q3,LEIBOWITZ COMMUNICATIONS INC.,LEIBOWITZ COMMUNICATIONS,15-1255,Web and Digital Interface Designers,Visual Designer,New York,NY,73500.0,H-1B
FY2025Q3,Christian School Association of Ann Arbor,CHRISTIAN SCHOOL ASSOCIATION OF ANN ARBOR,27-1024,Graphic Designers,Graphic Arts Designer and Instructor,Ann Arbor,MI,41600.0,H-1B
FY2025Q3,Goldenhome International Inc.,GOLDENHOME INTERNATIONAL,27-1021,Commercial and Industrial Designers,Industrial Designer,Cranbury,NJ,60000.0,H-1B
FY2025Q3,Ashtel Studios Inc.,ASHTEL STUDIOS,27-1024,Graphic Designers,Multimedia Graphic Designer,Ontario,CA,48880.0,H-1B
FY2025Q3,Deloitte Consulting LLP,DELOITTE CONSULTING,15-1255,Web and Digital Interface Designers,Studio Staff,Richmond,CA,91894.0,H-1B
FY2025Q3,Deloitte Consulting LLP,DELOITTE CONSULTING,15-1255,Web and Digital Interface Designers,Studio Staff,Austin,TX,61006.0,H-1B
FY2025Q3,Meltek Inc.,MELTEK,15-1255,Web and Digital Interface Designers,Software Developer,Union City,CA,61000.0,H-1B
FY2025Q3,"AGIL fx, Inc.",AGIL FX,15-1255,Web and Digital Interface Designers,Product Designer,Philadelphia,PA,55000.0,H-1B
FY2025Q3,Deloitte Consulting LLP,DELOITTE CONSULTING,15-1255,Web and Digital Interface Designers,Studio Staff,San Francisco,CA,91894.0,H-1B
FY2025Q3,Sprinklr Inc.,SPRINKLR,15-1255,Web and Digital Interface Designers,Product Designer,San Jose,CA,117950.0,H-1B
FY2025Q3,BANK OZK,BANK OZK,15-1255,Web and Digital Interface Designers,UX Designer II,Tampa,FL,90000.04,H-1B
FY2025Q3,"Lyra Digital, Inc.",LYRA DIGITAL,27-1024,Graphic Designers,Graphic Designer,Menlo Park,CA,60000.0,H-1B
FY2025Q3,"Applied Dynamic Solutions, LLC",APPLIED DYNAMIC SOLUTIONS,15-1255,Web and Digital Interface Designers,Web Developer,San Diego,CA,86000.0,H-1B
FY2025Q3,High-Star Corporation Inc,HIGH-STAR,27-1024,Graphic Designers,Marketing Designer,Westland,MI,41600.0,H-1B
FY2025Q3,Maxus Group LLC,MAXUS GROUP,27-1024,Graphic Designers,Graphic Designer,Los Angeles,CA,46508.799999999996,H-1B
FY2025Q3,HAN IT STAFFING INC.,HAN IT STAFFING,15-1255,Web and Digital Interface Designers,UX DESIGNER,ISELIN,NJ,73382.0,H-1B
FY2025Q3,Southern Telecom Inc.,SOUTHERN TELECOM,27-1021,Commercial and Industrial Designers,Industrial Designer,Brooklyn,NY,60000.0,H-1B
FY2025Q3,BONDEX LOGISTICS SEATTLE CORP,BONDEX LOGISTICS SEATTLE,27-1024,Graphic Designers,Graphic Designer,EL MONTE,CA,54000.0,H-1B
FY2025Q3,"Meta Platforms, Inc",META PLATFORMS,15-1255,Web and Digital Interface Designers,Product Designer,Menlo Park,CA,133901.0,H-1B
FY2025Q3,CrunchLabs LLC,CRUNCHLABS,27-1021,Commercial and Industrial Designers,Product Designer,Mountain View,CA,100000.0,H-1B
FY2025Q3,Texas A&M University,TEXAS A&M UNIVERSITY,27-1024,Graphic Designers,Graphic Designer II,College Station,TX,60000.0,H-1B
FY2025Q3,Blue Sky Creative Studio Inc.,BLUE SKY CREATIVE STUDIO,27-1024,Graphic Designers,Graphic Designer,FLUSHING,NY,52000.0,H-1B
FY2025Q3,"Winning Solutions, Inc.",WINNING SOLUTIONS,27-1021,Commercial and Industrial Designers,Industrial Designer,Manchester-by-the-Sea,MA,66416.0,H-1B
FY2025Q3,"Rockstar New England, Inc.",ROCKSTAR NEW ENGLAND,15-1255,Video Game Designers,Online Systems Designer,Andover,MA,75000.0,H-1B
FY2025Q3,Tencent America LLC,TENCENT AMERICA,15-1255,Video Game Designers,Associate Environment Artist,Irvine,CA,83600.14,H-1B
FY2025Q3,Icons Printing and Signs Inc,ICONS PRINTING AND SIGNS,15-1255,Web and Digital Interface Designers,UI/UX Developer,Chicago,IL,60000.0,H-1B
FY2025Q3,Prime Fitness Club Inc,PRIME FITNESS CLUB,27-1024,Graphic Designers,Graphic Designer,Douglaston,NY,51542.0,H-1B
FY2025Q3,"GoDaddy.com, LLC",GODADDY COM,15-1255,Web and Digital Interface Designers,UX Designer,Santa Clara,CA,114462.0,H-1B
FY2025Q3,MG West Company,MG WEST,27-1021,Commercial and Industrial Designers,Designer,San Francisco,CA,75000.0,H-1B
FY2025Q3,"Byga, Inc.",BYGA,27-1024,Graphic Designers,Product Designer,Newark,NJ,76800.0,H-1B
FY2025Q3,"Fetch Rewards, LLC",FETCH REWARDS,15-1255,Web and Digital Interface Designers,Product Designer,Madison,WI,120000.0,H-1B
FY2025Q3,Glade Tool Inc.,GLADE TOOL,15-1255,Video Game Designers,Game Designer,Brooklyn,NY,73382.40000000001,H-1B
FY2025Q3,"Wodify Technologies, LLC",WODIFY TECHNOLOGIES,15-1255,Web and Digital Interface Designers,Associate Product Designer,Philadelphia,PA,52416.0,H-1B
FY2025Q3,Z&Y Group Inc.,Z&Y GROUP,27-1024,Graphic Designers,Graphic Designer,Los Angeles,CA,46508.799999999996,H-1B
FY2025Q3,Indicum LLC,INDICUM,27-1021,Commercial and Industrial Designers,Prototype Designer,Hillsboro,OR,65395.0,H-1B
FY2025Q3,Sosolimited,SOSOLIMITED,27-1021,Commercial and Industrial Designers,Industrial Designer,Boston,MA,64480.0,H-1B
FY2025Q3,NEN CREATIVE LLC,NEN CREATIVE,27-1024,Graphic Designers,Graphic Designer,San Francisco,CA,62000.0,H-1B
FY2025Q3,"Piscatello Design Centre, Inc",PISCATELLO DESIGN CENTRE,27-1024,Graphic Designers,Graphic Designer,East Northport,NY,52000.0,H-1B
FY2025Q3,"Trustwave Holdings, Inc.",TRUSTWAVE HOLDINGS,15-1255,Web and Digital Interface Designers,UX Designer,Chicago,IL,95000.0,H-1B
FY2025Q3,"iHealth Labs, Inc.",IHEALTH LABS,27-1024,Graphic Designers,Graphic Designer,Sunnyvale,CA,60736.0,H-1B
FY2025Q3,FCA US LLC,FCA US,27-1021,Commercial and Industrial Designers,Creative Designer,Auburn Hills,MI,118200.0,H-1B
FY2025Q3,Pebble Design LLC,PEBBLE DESIGN,27-1024,Graphic Designers,Product Designer,Bellevue,WA,54080.0,H-1B
FY2025Q3,"Axon Enterprise, Inc.",AXON ENTERPRISE,27-1021,Commercial and Industrial Designers,Product Designer,Santa Clara,CA,155775.12,H-1B
FY2025Q3,"Alten Technology USA, Inc.",ALTEN TECHNOLOGY USA,27-1021,Commercial and Industrial Designers,Human Machine Interface Design Engineer,Auburn Hills,MI,60000.0,H-1B
FY2025Q3,"Rockstar New England, Inc.",ROCKSTAR NEW ENGLAND,15-1255,Video Game Designers,Associate AI/Gameplay Engineer,Andover,MA,73445.0,H-1B
FY2025Q3,Admarketplace Inc,ADMARKETPLACE,27-1024,Graphic Designers,Graphic Designer,New York,NY,78000.0,H-1B
FY2025Q3,"Axon Enterprise, Inc.",AXON ENTERPRISE,27-1021,Commercial and Industrial Designers,Product Designer,Seattle,WA,128203.92,H-1B
FY2025Q3,Meltek Inc.,MELTEK,15-1255,Web and Digital Interface Designers,Software Trainee,Union City,CA,61000.0,H-1B
FY2025Q3,Selbert Perkins Design,SELBERT PERKINS DESIGN,27-1024,Graphic Designers,Designer,Belmont,MA,54995.200000000004,H-1B
FY2025Q3,"DEPT MARKETING CREATIVE, INC.",DEPT MARKETING CREATIVE,27-1024,Graphic Designers,Designer,New York,NY,60000.0,H-1B
FY2025Q3,"i-Blason, LLC",I-BLASON,27-1024,Graphic Designers,Graphic Designer,Alpharetta,GA,43680.0,H-1B
FY2025Q3,Arktura LLC,ARKTURA,27-1021,Commercial and Industrial Designers,Associate Design Engineer,Carson,CA,54891.0,H-1B
FY2025Q3,"GoDaddy.com, LLC",GODADDY COM,15-1255,Web and Digital Interface Designers,UX Designer,Kirkland,WA,75899.0,H-1B
FY2025Q3,JUBU CORP.,JUBU,27-1024,Graphic Designers,Graphic Designer,New York,NY,52000.0,H-1B
FY2025Q3,Microsoft Corporation,MICROSOFT,15-1255,Web and Digital Interface Designers,UX Research,Mountain View,CA,140600.0,H-1B
FY2025Q3,"ZoNexus, LLC",ZONEXUS,27-1021,Commercial and Industrial Designers,Product Development Engineer,Richmond,CA,67434.0,H-1B
FY2025Q3,Illinois State University,ILLINOIS STATE UNIVERSITY,15-1255,Web and Digital Interface Designers,Information Technology Technical Associate,Normal,IL,68568.0,H-1B
FY2025Q3,Ronbow Corporation,RONBOW,27-1024,Graphic Designers,Graphic Designer,Livermore,CA,56076.8,H-1B
FY2025Q3,Worldwide Oilfield Machine Inc,WORLDWIDE OILFIELD MACHINE,27-1021,Commercial and Industrial Designers,Industrial Design Engineer,Houston,TX,54496.0,H-1B
FY2025Q3,Microsoft Corporation,MICROSOFT,27-1021,Commercial and Industrial Designers,Product Design,Mountain View,CA,145500.0,H-1B
FY2025Q3,A &A Industrial LLC,A &A INDUSTRIAL,27-1024,Graphic Designers,Graphic Designer,Queens Village,NY,51600.0,H-1B1 Singapore
FY2025Q3,Illinois State University,ILLINOIS STATE UNIVERSITY,15-1255,Web and Digital Interface Designers,Information Technology Technical Associate,Normal,IL,68568.0,H-1B
FY2025Q3,Meltek Inc.,MELTEK,15-1255,Web and Digital Interface Designers,Software Trainee,Sunnyvale,CA,61000.0,H-1B
