employer,employer_display,filing_count,quarters_present,quarters,repeat_sponsor,soc_codes,soc_titles,worksite_states,worksite_cities,wage_annual_min,wage_annual_median,wage_annual_max
JW REAL ESTATE SERVICES,"JW REAL ESTATE SERVICES, LLC",1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,MA,BOSTON,60570,60570,60570
KAI TAI,"Kai Tai, Inc.",1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,CA,Ontario,50400,50400,50400
KALSHI,"Kalshi, Inc.",1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,NY,New York,100000,100000,100000
KLARNA,Klarna Inc.,1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,NY,New York,68875,68875,68875
KLOUT 9,Klout 9 LLC,1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,LA,Lafayette,36358,36358,36358
KNOWN GLOBAL,Known Global LLC,1,1,FY2025Q4,no,13-1161,Search Marketing Strategists,NY,New York,70000,70000,70000
KYHA STUDIOS US,KYHA STUDIOS US LLC,1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,NY,NEW YORK,70000,70000,70000
LA SIERRA UNIVERSITY,La Sierra University,1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,CA,Riverside,48880,48880,48880
LANGUAGE IN MOTION,Language In Motion INC,1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,MA,Newton,61000,61000,61000
LENNOX INDUSTRIES,Lennox Industries Inc.,1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,IL,Glendale Heights,60000,60000,60000
LINGOACE,LingoAce Inc.,1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,NY,Great Neck,64480,64480,64480
LIUYISHOU HOTPOT EDISON,LIUYISHOU HOTPOT EDISON LLC,1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,NJ,Edison,66000,66000,66000
LUXURY DIAMONDS,Luxury Diamonds LLC,1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,CA,Los Angeles,66560,66560,66560
M M J TRANSPORTATION,M M J Transportation Inc.,1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,IL,Rockdale,49754,49754,49754
MA LABORATORIES,"MA LABORATORIES, INC.",1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,CA,San Jose,66893,66893,66893
MAGNIT,"Magnit, LLC",1,1,FY2025Q4,no,13-1161,Search Marketing Strategists,CA,San Jose,86528,86528,86528
MAINTAINX,MaintainX Inc.,1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,CA,San Francisco,70000,70000,70000
MAYDE BEAUTY,Mayde Beauty Inc,1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,NJ,Hackensack,80180,80180,80180
MC INTERNATIONAL US,MC INTERNATIONAL US LLC,1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,NY,Brooklyn,62400,62400,62400
MEDICAL ASSOCIATES OF KATY PLLC,Medical Associates of Katy PLLC,1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,TX,Houston,34736,34736,34736
MERCOR IO CORPORATION,Mercor.io Corporation,1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,CA,San Francisco,95000,95000,95000
MIAO ASSOCIATES PLLC,"Miao & Associates, PLLC",1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,NY,Flushing,61800,61800,61800
MIGRATE MATE,Migrate Mate Inc,1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,NY,New York,62000,62000,62000
MINDSIGNS HEALTH,Mindsigns Health„¢ Inc,1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,AZ,Phoenix,70000,70000,70000
MINGS CONSULTING L L C,Mings Consulting L.L.C.,1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,CA,Los Angeles,54080,54080,54080
MINTEGRAL NORTH AMERICA,Mintegral North America Inc.,1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,CA,San Mateo,72000,72000,72000
MISSOURI STATE UNIVERSITY,Missouri State University,1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,MO,Springfield,47500,47500,47500
MODEL MODEL HAIR FASHION,"Model Model Hair Fashion, Inc",1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,NY,Port Washington,80180,80180,80180
MODERNFORM CABINETS AND CLOSETS,"Modernform Cabinets and Closets, Inc.",1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,TX,Carrollton,48000,48000,48000
MODSQUAD,"ModSquad, Inc.",1,1,FY2025Q4,no,13-1161,Search Marketing Strategists,NJ,Jersey City,61797,61797,61797
MONTANA WEST,Montana West Inc.,1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,TX,Dallas,52000,52000,52000
MORTON JANKEL ZANDER,MORTON JANKEL & ZANDER INC,1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,CA,LOS ANGELES,52707,52707,52707
NEXGEN COMMUNICATIONS,"NexGen Communications, LLC",1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,NJ,Princeton,59999,59999,59999
NEXSYS INTERNATIONAL LC,NEXSYS INTERNATIONAL LC,1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,FL,Aventura,50800,50800,50800
NOBOX MARKETING,Nobox Marketing LLC,1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,NJ,Bayonne,62000,62000,62000
NOMAD MARKETING CONSULTING,"Nomad Marketing Consulting, LLC",1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,NY,New York,70000,70000,70000
NORWAY HEALTH CENTER,Norway Health Center  LLC,1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,MN,Saint Paul,56160,56160,56160
OEC FREIGHT NY,OEC FREIGHT (NY) INC.,1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,NY,ROSEDALE,70000,70000,70000
OLIVE CAT,Olive Cat LLC,1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,CA,Riverside,52000,52000,52000
OMD USA,OMD USA LLC,1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,NY,New York,75000,75000,75000
ONELINK SOLUTION,"Onelink Solution, Inc",1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,CA,Chino,60000,60000,60000
OPEN RESIDENCY,Open Residency LLC,1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,NY,New York,62400,62400,62400
OZARKS TECHNICAL COMMUNITY COLLEGE,Ozarks Technical Community College,1,1,FY2026Q1,no,13-1161,Search Marketing Strategists,MO,Springfield,49440,49440,49440
PERFECT365,"Perfect365, Inc.",1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,IN,Granger,52000,52000,52000
PHOENIX CARE,Phoenix Care LLC,1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,NY,New York,62400,62400,62400
PICKLEBOS HOLDINGS,Picklebos Holdings LLC,1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,MA,Boston,61000,61000,61000
PILOT TECHNOLOGIES,Pilot Technologies LLC,1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,NJ,Plainsboro,61797,61797,61797
PLANT A INSIGHTS GROUP,"Plant-A Insights Group, LLC",1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,NY,New York,61797,61797,61797
POWER4EVER ENERGY,Power4ever energy LLC,1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,CA,Diamond Bar,60000,60000,60000
PRANA CHAI NORTH AMERICA,Prana Chai North America LLC,1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,CA,Los Angeles,57000,57000,57000
PRIME NUMBER CAPITAL,PRIME NUMBER CAPITAL LLC,1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,NY,New York,65000,65000,65000
RED CUBE PRODUCTION,"Red Cube Production, Inc.",1,1,FY2025Q4,no,13-1161,Search Marketing Strategists,CA,Newark,67808,67808,67808
REGAL HOME COLLECTIONS,"REGAL HOME COLLECTIONS, INC.",1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,NY,New York,60174,60174,60174
REMITLY,"Remitly, Inc.",1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,WA,Seattle,82000,82000,82000
SAUSALITO ACCESSORIES,Sausalito Accessories Inc.,1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,CA,Novato,67850,67850,67850
SAVANNAH COLLEGE OF ART AND DESIGN,Savannah College of Art and Design,1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,GA,Savannah,48035,48035,48035
SEIS,"Seis, Inc.",1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,UT,Lehi,45760,45760,45760
SHAGWONG MTK,SHAGWONG MTK LLC,1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,NY,Montauk,61797,61797,61797
SIMULATIONS PLUS,"SIMULATIONS PLUS, INC.",1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,CA,ANTIOCH,67810,67810,67810
SINENG ELECTRIC,Sineng Electric Inc,1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,TX,Houston,34737,34737,34737
SOCIAL MODEL RECOVERY SYSTEMS,"Social Model Recovery Systems, Inc.",1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,CA,Covina,56000,56000,56000
SOUTHEASTERN ELECTRICAL WHOLESALERS,"Southeastern Electrical Wholesalers, LLC",1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,CT,Stamford,50000,50000,50000
SOUTHERN TENNIS ASSOCIATION,Southern Tennis Association,1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,GA,Peachtree Corners,50000,50000,50000
SPARTAN COMPOSITES,"Spartan Composites, LLC",1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,FL,Delray Beach,57200,57200,57200
SPICE ROUTE,SPICE ROUTE LLC,1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,CA,SUNNYVALE,70000,70000,70000
SPOTLIGHT TRADING,SPOTLIGHT TRADING LLC,1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,CA,LOS ANGELES,52707,52707,52707
SPUR REPLY,"Spur Reply, LLC",1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,WA,Bellevue,78000,78000,78000
SSAH LTD LIABILITY CO,SSAH Ltd. Liability Co.,1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,NY,New York,62400,62400,62400
SSC,"SSC, Inc",1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,CA,Union City,72000,72000,72000
STAGE ONE NY,Stage One NY LLC,1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,NY,Brooklyn,70000,70000,70000
STIRA PHARMACEUTICALS,STIRA PHARMACEUTICALS LLC,1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,NJ,FAIRFIELD,70000,70000,70000
STOUT NYC HOSPITALITY GROUP,STOUT NYC HOSPITALITY GROUP INC.,1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,NY,NEW YORK,77000,77000,77000
STRAITS MANAGEMENT COMPANY,Straits Management Company LLC,1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,CA,Dublin,80000,80000,80000
STRIVE TECHNOLOGIES,Strive Technologies LLC,1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,CA,Berkeley,68000,68000,68000
STUBHUB,"StubHub, Inc.",1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,NY,New York,175000,175000,175000
SWIFTX,SWIFTX INC,1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,CA,Ontario,66500,66500,66500
SYSTEM1 RESEARCH,"System1 Research, Inc.",1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,NY,New York,65000,65000,65000
TALENT WORLDWIDE,"Talent Worldwide, Inc.",1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,WA,Seattle,80000,80000,80000
TAPESTRY,"Tapestry, Inc.",1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,NY,New York,61797,61797,61797
TERI JON SPORTS,Teri Jon Sports Inc,1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,NY,New York,69999,69999,69999
THE AMERICAN CHEMICAL SOCIETY,The American Chemical Society,1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,DC,Washington,65000,65000,65000
THE ECONOMIST NEWSPAPER NA INCORPORATED,"The Economist Newspaper, NA, Incorporated",1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,NY,New York City,60174,60174,60174
THE HEIGHTS CASINO,"The Heights Casino, Inc.",1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,NY,Brooklyn,70000,70000,70000
THE ISLAMIC SOCIETY OF BOSTON,The Islamic Society of Boston,1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,MA,Roxbury,76017,76017,76017
THE MECKENSTOCK GROUP,"The Meckenstock Group, Inc.",1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,KS,Hays,44291,44291,44291
THE UNIVERSITY OF NEW MEXICO FOUNDATION,The University of New Mexico Foundation Inc.,1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,CO,Fort Lupton,49000,49000,49000
THE ZHOU LAW GROUP,The Zhou Law Group,1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,CA,San Jose,70000,70000,70000
THINKTOWN EDUCATION,THINKTOWN EDUCATION INC,1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,NY,Brooklyn,63600,63600,63600
THYSSENKRUPP CRANKSHAFT COMPANY,"thyssenkrupp Crankshaft Company, LLC",1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,IL,Danville,68702,68702,68702
TIM CANTY MD PLLC,Tim Canty MD PLLC,1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,NY,New York,62400,62400,62400
TOBOR ROBOT CORPORATION,TOBOR ROBOT CORPORATION,1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,CA,Mountain View,103700,103700,103700
TOP TRAVEL,Top Travel Inc,1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,NY,Brooklyn,72800,72800,72800
TRENDS FURNITURE,Trends Furniture Inc.,1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,CA,Pomona,52707,52707,52707
TRUONG ENTERPRISES,Truong Enterprises Inc,1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,IL,Chicago,49754,49754,49754
TURNER SERVICES,"Turner Services, Inc.",1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,NY,New York,80000,80000,80000
UNITED WAY OF NORTHERN CALIFORNIA,United Way of Northern California,1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,CA,Redding,44179,44179,44179
UNIVERSITY OF MINNESOTA,University of Minnesota,1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,MN,Minneapolis,63003,63003,63003
UPD WS,UPD WS Inc.,1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,CA,Los Angeles,65000,65000,65000
URTEXT FILM PRODUCTIONS,URTEXT FILM PRODUCTIONS INC.,1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,NY,BROOKLYN,61797,61797,61797
VAYNERMEDIA,"VaynerMedia, LLC",1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,NY,New York,70000,70000,70000
VK GROUP,VK Group LLC,1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,OR,Springfield,45573,45573,45573
VK VENTURES,VK Ventures LLC,1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,NY,New York,61797,61797,61797
W SUNNY ENTERPRISES,"W & Sunny Enterprises, Inc.",1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,CA,El Monte,54080,54080,54080
WALNUT CONSULTING GROUP,Walnut Consulting Group LLC,1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,VA,Sterling,66000,66000,66000
WALTZ HEALTH,"Waltz Health, Inc.",1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,IL,Chicago,87000,87000,87000
WATSON INSTITUTE,Watson Institute,1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,FL,Boca Raton,60000,60000,60000
WEBOX,Webox Inc.,1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,CA,San Jose,66893,66893,66893
WEEE,Weee! Inc.,1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,CA,FREMONT,70000,70000,70000
WELLA OPERATIONS US,Wella Operations US LLC,1,1,FY2025Q4,no,13-1161,Search Marketing Strategists,CA,Calabasas,99000,99000,99000
WHOLEREN,"WHOLEREN, LLC.",1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,PA,Pittsburgh,48577,48577,48577
WILSON CONSULTING GROUP,"Wilson Consulting Group, LLC",1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,DC,Washington,70000,70000,70000
WINN GROUP PRO CORPORATION,WINN GROUP PRO CORPORATION,1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,CA,Westminster,52707,52707,52707
WORKATO,Workato Inc.,1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,NY,Queens,61797,61797,61797
WORKMAGIC,WorkMagic Inc.,1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,CA,Daly City,67808,67808,67808
WORKSTREAM TECHNOLOGIES,"Workstream Technologies, Inc.",1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,CA,Menlo Park,70000,70000,70000
X CAMP,X-Camp Inc.,1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,CA,Saratoga,68000,68000,68000
XUPER FUNDING,Xuper Funding LLC,1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,NY,Flushing,62400,62400,62400
YAI NATIONAL INSTITUTE FOR PEOPLE WITH DISABILITIES,YAI-National Institute for People with Disabilities,1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,NY,New York,70000,70000,70000
YOUNG COMMUNITY DEVELOPERS,Young Community Developers Inc.,1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,CA,San Francisco,77000,77000,77000
ZHAO BUSINESS SOLUTION,Zhao Business Solution Inc.,1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,GA,Atlanta,60000,60000,60000
ZILLIZ,ZILLIZ INC.,1,1,FY2026Q1,no,13-1161,Market Research Analysts and Marketing Specialists,CA,Redwood City,75000,75000,75000
ZYNEX MEDICAL,Zynex Medical Inc.,1,1,FY2025Q4,no,13-1161,Market Research Analysts and Marketing Specialists,CO,Englewood,58448,58448,58448
